Id,SalePrice
1961,116131.8987
1962,117482.3127
1963,132814.4154
1964,120492.9219
1965,145875.5399
1966,156491.4253
1967,276555.2923
1968,345661.4131
1969,335253.9475
1970,345948.6758
1971,397944.6749
1972,336380.8376
1973,268222.0918
1974,296019.3764
1975,383142.2563
1976,296628.1141
1977,349551.4857
1978,296428.7473
1979,308365.0069
1980,180758.5914
1981,308204.2118
1982,228716.5106
1983,207816.8407
1984,185041.3486
1985,235595.8583
1986,234321.0909
1987,185719.9056
1988,183253.5356
1989,202902.0758
1990,225147.0141
1991,223277.2267
1992,248177.8925
1993,186662.4168
1994,236124.9513
1995,196660.2738
1996,307391.042
1997,293570.71
1998,293650.8144
1999,263408.2918
2000,306602.3675
2001,273234.62
2002,253690.8026
2003,262969.3263
2004,285167.2439
2005,221238.0262
2006,212880.0221
2007,262167.9937
2008,226336.2805
2009,197152.0045
2010,216947.2033
2011,148530.1786
2012,176680.2696
2013,170895.2288
2014,197986.9689
2015,217200.3213
2016,197641.2622
2017,202808.1115
2018,111406.3245
2019,130083.2356
2020,79057.64088
2021,86645.27331
2022,194894.096
2023,125695.7432
2024,272442.8786
2025,333142.683
2026,177993.2445
2027,160046.1348
2028,162454.7504
2029,175816.6594
2030,255221.7763
2031,242489.494
2032,233564.7633
2033,256721.164
2034,182713.4841
2035,243019.022
2036,241797.5768
2037,243609.0536
2038,287172.6509
2039,212277.0549
2040,368791.0114
2041,274495.4339
2042,210971.8126
2043,174361.1951
2044,189441.0157
2045,219958.9984
2046,121343.7186
2047,136000.5412
2048,138856.152
2049,118587.0077
2050,182251.9918
2051,108243.9111
2052,128010.5949
2053,144114.6737
2054,71588.85278
2055,159414.8809
2056,157291.3833
2057,100874.6618
2058,235306.0096
2059,133101.6983
2060,188855.0697
2061,193570.1207
2062,111881.8954
2063,108850.9677
2064,126879.4919
2065,122001.6635
2066,198350.6714
2067,135691.9265
2068,118940.0157
2069,74196.39687
2070,98978.23695
2071,66235.52982
2072,161863.3631
2073,132459.0462
2074,213165.8301
2075,159213.9409
2076,119458.047
2077,134978.7845
2078,104119.2008
2079,139529.721
2080,123511.8123
2081,111272.5575
2082,75757.13319
2083,137325.1895
2084,94811.4797
2085,100651.6891
2086,165117.525
2087,135525.6972
2088,99926.57495
2089,64225.40361
2090,128186.0849
2091,50029.65832
2092,149281.5213
2093,116482.1455
2094,112325.2536
2095,127291.6609
2096,86024.64124
2097,74953.26913
2098,139865.9757
2099,11000.38901
2100,35730.78483
2101,95676.51085
2102,153412.1148
2103,87379.21726
2104,125659.7589
2105,106915.1239
2106,33367.9858
2107,223754.8613
2108,125955.9408
2109,96571.48608
2110,112606.3722
2111,178255.2677
2112,120712.9454
2113,113926.7016
2114,131044.0384
2115,153606.9981
2116,125981.7778
2117,134899.699
2118,114923.0272
2119,113065.7969
2120,117081.9071
2121,75513.58315
2122,91596.67303
2123,112768.3129
2124,183442.8644
2125,138770.2062
2126,156686.4322
2127,154386.8987
2128,141598.8089
2129,121100.5289
2130,138153.4809
2131,176629.0712
2132,130348.5014
2133,135038.7605
2134,130712.692
2135,116433.7706
2136,-6163.609154
2137,108347.1761
2138,132176.9386
2139,162347.7422
2140,140465.9666
2141,157411.6573
2142,121332.7763
2143,128846.5414
2144,105823.5131
2145,133942.4254
2146,184621.7723
2147,168293.8664
2148,167601.6777
2149,138806.4464
2150,232195.5828
2151,127250.5614
2152,139504.7354
2153,172891.2752
2154,83009.25525
2155,171492.7376
2156,249845.9072
2157,250556.8063
2158,237163.6345
2159,213499.0733
2160,184088.2101
2161,254980.4982
2162,356294.4133
2163,329842.9482
2164,255845.9642
2165,205346.8918
2166,151273.819
2167,219396.6189
2168,203634.6403
2169,198096.2372
2170,223890.8439
2171,158381.1384
2172,137811.0781
2173,194630.309
2174,237763.4652
2175,297165.1284
2176,287645.9111
2177,236422.7468
2178,228375.0184
2179,140803.2339
2180,227413.14
2181,192539.8841
2182,225443.7666
2183,188895.937
2184,118553.8457
2185,132054.874
2186,162911.7946
2187,165452.8586
2188,157367.2803
2189,327117.0852
2190,35900.35415
2191,38362.63865
2192,35403.46021
2193,87228.06366
2194,99964.84315
2195,94554.98216
2196,82688.46408
2197,98859.51405
2198,190326.7552
2199,199157.1138
2200,136403.0837
2201,136398.9924
2202,214849.4006
2203,123240.5369
2204,148874.7979
2205,97046.64998
2206,140070.3212
2207,208498.4648
2208,253052.59
2209,203886.544
2210,132691.9831
2211,143358.7756
2212,120817.2635
2213,75881.40553
2214,131101.2782
2215,104742.6478
2216,136037.5242
2217,24533.41699
2218,88267.2561
2219,79782.13013
2220,58966.8457
2221,256166.8847
2222,229442.2263
2223,310976.0298
2224,237923.1133
2225,124203.4562
2226,181217.498
2227,227263.2919
2228,278147.8592
2229,232771.931
2230,141814.8864
2231,212146.3902
2232,201110.7106
2233,189790.7623
2234,254125.7077
2235,209075.5273
2236,256220.7311
2237,323602.6289
2238,243727.3063
2239,100500.5422
2240,169716.9308
2241,140921.6895
2242,113644.7629
2243,109182.1533
2244,91480.01366
2245,92652.19013
2246,139240.8706
2247,119657.2954
2248,111128.4986
2249,110832.9772
2250,129126.4452
2251,138242.6149
2252,201975.8604
2253,165313.2952
2254,184133.3093
2255,205973.4054
2256,186382.6841
2257,197389.5126
2258,180594.8053
2259,184374.7569
2260,164297.7454
2261,204026.9602
2262,203023.3431
2263,314964.3042
2264,414628.5346
2265,175220.2778
2266,257304.2452
2267,339218.8515
2268,353815.3894
2269,167655.24
2270,212658.1372
2271,234632.0795
2272,258863.3841
2273,180939.5792
2274,208430.0803
2275,175344.8584
2276,187258.0142
2277,206725.8332
2278,171294.1717
2279,99298.00984
2280,94709.72675
2281,160763.7272
2282,187448.0367
2283,134175.5446
2284,120169.707
2285,145731.9668
2286,117955.4293
2287,311824.2954
2288,261478.5398
2289,307976.259
2290,352750.8693
2291,291241.5773
2292,367355.3238
2293,359758.8249
2294,317876.2518
2295,418011.9912
2296,245251.1796
2297,289688.3015
2298,301354.6279
2299,320846.3799
2300,296832.5346
2301,288091.9915
2302,256948.517
2303,250118.3773
2304,237120.596
2305,191529.0505
2306,191148.484
2307,201043.8349
2308,219009.5677
2309,270683.4098
2310,210229.0068
2311,213935.3206
2312,192922.3735
2313,173488.5863
2314,186677.7715
2315,176815.5237
2316,205661.4109
2317,192719.5088
2318,171138.8965
2319,192135.9125
2320,188629.6636
2321,257477.0593
2322,196012.2676
2323,196346.0491
2324,206999.4494
2325,205236.2824
2326,196970.7187
2327,207395.3194
2328,218160.5463
2329,201151.1258
2330,191859.1396
2331,315410.1562
2332,345551.8744
2333,297576.4917
2334,250543.2149
2335,275799.7929
2336,299174.1833
2337,192655.7668
2338,269024.0218
2339,235217.5411
2340,366105.7969
2341,224417.3818
2342,250812.456
2343,231484.9325
2344,230523.0595
2345,238655.9209
2346,210534.0286
2347,190702.2842
2348,237372.2963
2349,169554.4952
2350,279090.5586
2351,230374.7236
2352,251918.76
2353,252057.1579
2354,126520.3622
2355,138709.7846
2356,159641.5572
2357,206786.7759
2358,191391.3089
2359,123337.6041
2360,112268.4439
2361,141308.5025
2362,272811.2349
2363,153568.9155
2364,192780.5211
2365,224523.4203
2366,187425.452
2367,214075.6939
2368,201838.2613
2369,211908.3785
2370,184991.8232
2371,151071.1252
2372,187445.948
2373,269403.4636
2374,272792.0662
2375,224833.4015
2376,302107.1398
2377,296325.1094
2378,177309.4966
2379,247718.2681
2380,153394.0329
2381,183928.9477
2382,228505.1743
2383,218646.8457
2384,258366.2971
2385,185878.7744
2386,145876.7837
2387,121586.3215
2388,114174.3405
2389,125135.924
2390,156951.1523
2391,123985.7234
2392,91820.5216
2393,193044.029
2394,137774.3101
2395,211086.2276
2396,155418.494
2397,231496.5095
2398,124925.6466
2399,9271.490524
2400,24024.18255
2401,114017.9756
2402,147017.9958
2403,131458.7047
2404,148287.3217
2405,168101.716
2406,159784.8585
2407,124951.4188
2408,149431.9625
2409,108906.0746
2410,196387.9424
2411,111419.9979
2412,147137.8147
2413,113132.3818
2414,140464.0591
2415,124977.1804
2416,141517.528
2417,124304.3526
2418,121868.4641
2419,91487.56477
2420,110149.3878
2421,62540.44987
2422,120039.4835
2423,91377.42774
2424,148696.4548
2425,230616.7463
2426,151256.6877
2427,98257.66545
2428,190749.209
2429,97531.39547
2430,138800.6097
2431,111168.4826
2432,131009.1249
2433,123802.5801
2434,127620.2235
2435,138306.7573
2436,104153.3964
2437,97641.9425
2438,109754.9426
2439,109627.1232
2440,128624.5776
2441,103475.189
2442,97816.53573
2443,144452.925
2444,114502.9358
2445,65631.99938
2446,126233.2525
2447,209223.4032
2448,149152.6527
2449,118162.9324
2450,168554.935
2451,103586.5809
2452,213746.4157
2453,83978.34045
2454,126428.6248
2455,141174.1184
2456,128156.1956
2457,120205.1429
2458,120691.3357
2459,95998.30695
2460,149086.6281
2461,124296.8483
2462,121871.0713
2463,140909.173
2464,179847.8731
2465,138128.6837
2466,108270.8806
2467,166225.7527
2468,99518.66474
2469,86540.82201
2470,208269.7215
2471,213877.9643
2472,161099.0312
2473,96755.11918
2474,79833.04607
2475,235002.7445
2476,90751.68823
2477,95719.87929
2478,162594.0486
2479,104167.3097
2480,139039.5525
2481,131721.6739
2482,118385.9853
2483,86682.65863
2484,144243.7411
2485,123525.663
2486,140441.8881
2487,240070.8768
2488,176104.9024
2489,158660.5313
2490,152043.5719
2491,92484.63921
2492,194829.8485
2493,157881.6772
2494,167883.7816
2495,84887.8409
2496,238297.1227
2497,148745.1832
2498,94385.22921
2499,74888.07837
2500,115851.2208
2501,130098.2491
2502,143044.974
2503,85978.201
2504,104258.7826
2505,229506.8529
2506,265808.4946
2507,272404.7027
2508,267542.5111
2509,234058.809
2510,230438.197
2511,193846.5586
2512,207634.0074
2513,243591.2101
2514,256615.5632
2515,138422.5624
2516,186137.2447
2517,132605.4049
2518,146835.9456
2519,219065.042
2520,238881.1292
2521,196417.8848
2522,236764.1794
2523,111414.8964
2524,135513.2393
2525,141397.0352
2526,124522.9632
2527,108404.7761
2528,117227.9401
2529,131640.7231
2530,120119.3526
2531,245985.9433
2532,228333.8857
2533,217484.3747
2534,252318.4419
2535,278440.0069
2536,255043.4357
2537,248586.025
2538,189657.2148
2539,205723.8778
2540,171736.5953
2541,195082.9807
2542,149439.9394
2543,120956.5479
2544,93447.13528
2545,144806.0613
2546,152248.6199
2547,162588.1974
2548,152160.989
2549,162881.9044
2550,662229.4373
2551,143436.3298
2552,121579.014
2553,32421.48814
2554,64695.38318
2555,132392.5288
2556,70944.31848
2557,101631.9061
2558,157663.0517
2559,100097.0753
2560,157702.6675
2561,153448.4101
2562,122659.9852
2563,136059.7469
2564,207980.8399
2565,149126.5631
2566,112464.5287
2567,97019.73905
2568,202021.6389
2569,204010.8704
2570,131879.6577
2571,153814.2346
2572,182186.7542
2573,250384.9304
2574,239794.4331
2575,137901.1942
2576,120705.048
2577,141035.9835
2578,92338.45821
2579,19028.06472
2580,61107.65898
2581,135487.3999
2582,136084.5776
2583,260641.35
2584,179545.1387
2585,190822.986
2586,230790.3578
2587,216334.1174
2588,152834.5813
2589,156127.6165
2590,225217.1544
2591,278695.1019
2592,208034.371
2593,204331.8328
2594,201092.3717
2595,209154.2423
2596,322847.8754
2597,193358.7939
2598,269852.1794
2599,316759.1576
2600,108630.4442
2601,151411.1276
2602,52323.45422
2603,59999.38809
2604,54615.52319
2605,53562.92057
2606,147706.907
2607,232212.6933
2608,227919.6009
2609,170596.4104
2610,87870.67202
2611,125384.256
2612,167363.2464
2613,127788.7535
2614,112266.4291
2615,176170.5752
2616,168621.7411
2617,202618.4051
2618,265940.8049
2619,238590.513
2620,195548.7865
2621,180918.4746
2622,192679.0478
2623,239500.1534
2624,298680.3918
2625,253403.1233
2626,184066.1495
2627,184720.1484
2628,390689.2768
2629,389279.521
2630,319975.3476
2631,396998.6723
2632,346070.5631
2633,277665.5445
2634,354883.6362
2635,171171.5752
2636,210426.9822
2637,195010.8923
2638,251474.5612
2639,214445.6921
2640,176460.4908
2641,78401.05111
2642,183029.3749
2643,143937.2143
2644,137400.2401
2645,127299.4002
2646,121227.0856
2647,134868.9564
2648,145092.0344
2649,142539.3517
2650,149986.951
2651,145151.4919
2652,350395.3825
2653,254096.6847
2654,233922.0739
2655,342395.6371
2656,310100.8792
2657,306527.645
2658,256511.8798
2659,278161.1045
2660,305600.7383
2661,310104.8248
2662,330151.2091
2663,295715.3159
2664,258729.2299
2665,325834.9432
2666,279323.2048
2667,180404.7133
2668,201278.0855
2669,166376.2633
2670,274344.7951
2671,200974.3936
2672,202103.974
2673,197942.5518
2674,216174.3761
2675,170868.863
2676,201820.3689
2677,205916.7073
2678,256316.8438
2679,274510.265
2680,283056.8565
2681,365470.39
2682,304827.5899
2683,418332.3792
2684,312107.0855
2685,327623.1462
2686,250254.8268
2687,298343.0782
2688,223911.9938
2689,205882.2605
2690,367037.2408
2691,178367.4608
2692,113227.4374
2693,198657.0176
2694,128333.9397
2695,215522.9525
2696,197112.5079
2697,189320.7363
2698,219488.6286
2699,173937.0154
2700,149001.2477
2701,158861.4852
2702,123199.8726
2703,153518.7529
2704,149968.9002
2705,96204.00218
2706,105892.9123
2707,136491.5119
2708,108524.1096
2709,83269.22424
2710,111399.7282
2711,140848.8673
2712,351762.9344
2713,174032.1522
2714,154632.4568
2715,161922.3954
2716,142024.0433
2717,181853.8814
2718,223118.8579
2719,157504.3872
2720,225971.2709
2721,136795.036
2722,176033.3517
2723,175298.1053
2724,112087.2568
2725,125282.0502
2726,130517.3043
2727,169857.7143
2728,194321.6687
2729,132067.2217
2730,137876.1538
2731,134133.1132
2732,113582.8171
2733,171755.7502
2734,154167.3025
2735,135424.6639
2736,136933.247
2737,102387.8603
2738,116430.9
2739,167781.7402
2740,155401.6479
2741,121348.9323
2742,200078.1309
2743,135689.8972
2744,163968.6444
2745,162943.2827
2746,124497.4995
2747,186476.8159
2748,117829.5439
2749,127192.2293
2750,125645.1622
2751,124844.5745
2752,242043.5055
2753,185233.6539
2754,232816.3704
2755,145978.0601
2756,72488.70495
2757,47398.96771
2758,79453.96866
2759,158889.6572
2760,105948.392
2761,145960.4287
2762,148818.6437
2763,227923.7951
2764,193006.6386
2765,303560.6329
2766,110687.3231
2767,52294.1067
2768,73289.68445
2769,109769.8859
2770,172823.9515
2771,91007.2081
2772,71327.94732
2773,159642.7737
2774,143997.9408
2775,113605.4798
2776,156206.0243
2777,159575.106
2778,135123.0303
2779,71041.03748
2780,99292.37724
2781,97542.00329
2782,78121.91616
2783,74407.30942
2784,101017.2495
2785,122244.8446
2786,45133.79539
2787,122792.9831
2788,41695.3491
2789,200720.6154
2790,79050.87572
2791,106484.5812
2792,11874.86975
2793,174288.0613
2794,71989.85771
2795,112982.1664
2796,85394.9388
2797,210859.9341
2798,130595.9562
2799,104247.1765
2800,47241.19875
2801,112862.6057
2802,130870.8757
2803,143003.9025
2804,151403.7755
2805,112411.1902
2806,68521.99448
2807,169770.5266
2808,159098.6325
2809,115222.7273
2810,126509.2074
2811,187999.022
2812,174793.4051
2813,130295.5846
2814,130893.2251
2815,98391.63908
2816,241731.3166
2817,140088.0924
2818,128541.0012
2819,184243.4325
2820,125598.0283
2821,100582.254
2822,214410.714
2823,272039.1011
2824,165017.028
2825,173336.5187
2826,127351.731
2827,125158.4168
2828,238611.8987
2829,229984.754
2830,215905.1235
2831,193337.1363
2832,225292.7482
2833,282182.9134
2834,210466.2343
2835,213573.2344
2836,213031.6202
2837,184823.3532
2838,129490.0506
2839,184373.0884
2840,202133.3966
2841,206155.9613
2842,234444.2155
2843,153916.2035
2844,192272.6764
2845,103985.471
2846,213269.3159
2847,217643.4455
2848,238002.2324
2849,205224.3915
2850,298282.7721
2851,233019.4447
2852,251654.1928
2853,233447.4839
2854,153214.2032
2855,214982.3783
2856,200803.3992
2857,187572.3656
2858,212601.3579
2859,124157.9516
2860,139014.9687
2861,139696.2573
2862,219475.2925
2863,121611.8482
2864,238087.9113
2865,147242.1768
2866,180761.1502
2867,67573.69872
2868,122400.9907
2869,106014.0466
2870,143487.6592
2871,61831.3204
2872,-1445.963914
2873,89159.59881
2874,137866.3237
2875,116533.2929
2876,186527.5227
2877,125393.4198
2878,160143.3252
2879,124125.7588
2880,87678.89581
2881,144953.2576
2882,146862.1555
2883,186964.8723
2884,212398.2112
2885,185238.1043
2886,223593.5142
2887,117639.4688
2888,141565.5466
2889,21208.00736
2890,59312.56296
2891,142269.1563
2892,28330.82654
2893,53804.87426
2894,22709.68125
2895,277280.0743
2896,251418.0541
2897,207505.5625
2898,155776.4455
2899,219962.476
2900,167091.7861
2901,237494.0926
2902,197515.2
2903,305301.7203
2904,335478.2233
2905,49432.16277
2906,246246.7456
2907,89628.07035
2908,127075.3833
2909,138219.5701
2910,39089.20756
2911,52107.50265
2912,159241.4786
2913,62195.5873
2914,37302.19113
2915,46919.31957
2916,64598.62782
2917,169580.7255
2918,89928.72414
2919,256538.5094
